region,crop,year,target_yield_centner_per_ha,sown_area,gross_harvest,dry_days_04,dry_days_05,dry_days_06,dry_days_07,dry_days_08,dry_days_09,hot_days_04,hot_days_05,hot_days_06,hot_days_07,hot_days_08,hot_days_09,humidity_mean_04,humidity_mean_05,humidity_mean_06,humidity_mean_07,humidity_mean_08,humidity_mean_09,precip_sum_04,precip_sum_05,precip_sum_06,precip_sum_07,precip_sum_08,precip_sum_09,rain_days_04,rain_days_05,rain_days_06,rain_days_07,rain_days_08,rain_days_09,rain_sum_04,rain_sum_05,rain_sum_06,rain_sum_07,rain_sum_08,rain_sum_09,temp_max_04,temp_max_05,temp_max_06,temp_max_07,temp_max_08,temp_max_09,temp_mean_04,temp_mean_05,temp_mean_06,temp_mean_07,temp_mean_08,temp_mean_09,temp_min_04,temp_min_05,temp_min_06,temp_min_07,temp_min_08,temp_min_09,season_temp_mean,season_temp_max,season_temp_min,season_precip_sum,season_rain_sum,season_humidity_mean,season_hot_days,season_dry_days,season_rain_days,mineral_fertilizers_centner,mineral_fertilizers_tons,mineral_fertilizers_cumulative_centner,fertilizer_municipality_count,fertilizer_records_count,valid_fertilizer_values_count,beet_harvesters_count,corn_harvesters_count,flax_harvesters_count,forage_harvesters_count,grain_harvesters_count,potato_harvesters_count,tractors_count,tech_municipality_count,tech_records_count,agricultural_machinery_total_count
Омская область,озимые зерновые культуры,2007,19.6,24.75,,21.0,19.0,13.0,14.0,20.0,26.0,0.0,0.0,6.0,8.0,5.0,2.0,72.1,64.03,64.67,76.16,69.03,62.93,42.1,62.2,66.5,123.2,63.9,20.5,9.0,12.0,17.0,17.0,11.0,4.0,41.0,59.3,66.5,123.2,63.9,20.5,22.5,24.6,34.2,28.1,31.0,29.8,6.16,12.25,16.16,20.45,17.54,12.92,-6.3,-1.8,2.8,10.8,7.3,0.4,14.29,34.2,-6.3,378.4,374.4,68.18,21,113,70,,,,,,,,,,,,,,,,
Омская область,озимые зерновые культуры,2008,12.8,35.56,,24.0,20.0,20.0,20.0,21.0,22.0,0.0,3.0,6.0,21.0,2.0,1.0,50.9,55.35,59.7,59.32,61.13,69.1,23.8,20.5,43.6,39.2,47.4,54.3,6.0,11.0,10.0,11.0,10.0,8.0,19.9,20.0,43.6,39.2,47.4,53.5,21.6,27.6,30.7,34.5,30.8,27.4,4.49,13.22,17.76,22.66,17.91,8.93,-11.1,-2.2,5.0,10.5,8.6,-1.2,14.22,34.5,-11.1,228.8,223.6,59.24,33,127,56,47451.16,4745.12,47451.16,20.0,20.0,20.0,4.0,2.0,3.0,747.0,2699.0,47.0,7569.0,32.0,104.0,11071.0
Омская область,озимые зерновые культуры,2009,16.2,31.75,,21.0,24.0,20.0,14.0,21.0,23.0,0.0,2.0,7.0,4.0,0.0,0.0,59.43,55.16,58.8,72.42,71.26,70.43,29.6,49.8,57.7,95.2,80.9,25.5,9.0,7.0,10.0,17.0,10.0,7.0,18.4,44.3,57.7,95.2,80.9,25.5,18.1,27.3,31.7,33.1,25.7,20.4,4.59,12.11,16.79,18.34,16.83,11.29,-5.9,-2.7,6.3,5.6,6.2,3.0,13.36,33.1,-5.9,338.7,322.0,64.61,13,123,60,10220.97,1022.1,45085.67,18.0,18.0,10.0,4.0,3.0,3.0,662.0,2460.0,36.0,6939.0,32.0,104.0,10107.0
Омская область,озимые зерновые культуры,2010,12.1,17.6,,27.0,25.0,24.0,25.0,22.0,25.0,1.0,0.0,8.0,8.0,12.0,1.0,58.93,54.52,55.37,59.42,56.48,56.43,10.2,28.7,36.7,29.1,39.7,14.5,3.0,6.0,6.0,6.0,9.0,5.0,10.2,28.7,36.7,29.1,39.7,14.5,27.3,26.5,34.0,32.4,33.4,27.2,4.72,11.16,18.6,18.46,19.47,11.86,-11.9,-1.9,3.3,8.6,7.7,-0.3,14.08,34.0,-11.9,158.9,158.9,56.86,30,148,35,739.2,73.92,23238.92,18.0,18.0,5.0,,,,556.0,2001.0,,6130.0,32.0,86.0,8687.0
Омская область,озимые зерновые культуры,2011,14.0,8.11,,20.0,24.0,15.0,21.0,18.0,29.0,0.0,0.0,7.0,4.0,5.0,0.0,72.67,54.81,64.2,63.03,70.32,54.9,42.1,45.8,38.6,47.2,61.2,4.8,10.0,7.0,15.0,10.0,13.0,1.0,35.1,45.8,38.6,47.2,61.2,4.8,22.1,24.7,28.9,30.1,29.9,26.6,6.18,11.46,19.75,18.34,15.79,13.7,-11.8,-0.9,9.3,8.6,6.5,3.7,14.22,30.1,-11.8,239.7,232.7,63.31,16,127,56,14287.01,1428.7,38786.03,22.0,22.0,18.0,3.0,4.0,3.0,527.0,1918.0,28.0,5713.0,32.0,103.0,8196.0
Омская область,озимые зерновые культуры,2012,15.8,10.66,,26.0,21.0,20.0,26.0,24.0,21.0,0.0,4.0,13.0,21.0,6.0,2.0,54.03,57.1,61.27,57.42,60.61,63.87,21.0,36.7,59.0,22.5,36.6,29.2,4.0,10.0,10.0,5.0,7.0,9.0,20.6,36.5,59.0,22.5,36.6,29.2,26.9,28.6,33.4,35.3,34.6,27.0,8.21,12.27,21.36,23.78,18.57,12.52,-3.8,-1.7,11.2,10.5,8.2,2.3,16.15,35.3,-3.8,205.0,204.4,59.04,46,138,45,5593.23,559.32,24213.84,5.0,5.0,2.0,3.0,4.0,2.0,483.0,1809.0,30.0,5436.0,32.0,105.0,7767.0
Омская область,озимые зерновые культуры,2013,18.8,6.55,,24.0,20.0,24.0,20.0,18.0,24.0,0.0,0.0,2.0,2.0,0.0,0.0,68.17,62.39,55.53,71.77,76.0,70.03,46.3,58.9,24.9,121.0,77.0,21.4,6.0,11.0,6.0,11.0,13.0,6.0,44.6,58.9,24.9,121.0,77.0,21.4,23.2,26.7,29.7,28.4,25.9,25.4,4.63,9.71,16.45,19.08,17.22,10.78,-10.3,-1.5,2.2,8.2,9.0,0.6,13.02,29.7,-10.3,349.5,347.8,67.36,4,130,53,1092.0,109.2,16310.53,5.0,5.0,1.0,,,,419.0,1751.0,18.0,4955.0,29.0,80.0,7143.0
Омская область,озимые зерновые культуры,2014,19.6,7.49,,20.0,26.0,24.0,19.0,26.0,22.0,0.0,2.0,7.0,3.0,8.0,0.0,58.87,49.84,54.73,70.77,65.42,67.2,27.5,18.3,27.7,79.5,54.4,28.2,10.0,5.0,6.0,12.0,5.0,8.0,20.4,18.3,27.7,79.5,54.4,28.2,18.8,30.2,32.0,32.9,32.7,21.1,4.11,12.31,18.4,16.6,19.42,9.09,-7.6,0.9,3.1,7.7,8.7,-2.7,13.37,32.9,-7.6,235.6,228.5,61.15,20,137,46,11340.87,1134.09,28163.0,8.0,8.0,6.0,,,,363.0,1625.0,18.0,4660.0,27.0,74.0,6666.0
Омская область,озимые зерновые культуры,2015,17.9,13.05,,18.0,20.0,18.0,16.0,20.0,23.0,0.0,0.0,11.0,5.0,2.0,2.0,71.5,61.35,67.37,69.77,70.42,70.8,45.9,37.4,68.1,79.6,77.8,26.7,12.0,11.0,12.0,15.0,11.0,7.0,44.6,37.4,68.1,79.6,77.8,26.7,22.8,26.5,29.6,31.8,28.9,27.8,4.62,13.08,19.84,18.5,15.45,10.17,-9.5,1.8,8.9,8.9,6.0,-1.3,13.65,31.8,-9.5,335.5,334.2,68.51,20,115,68,4510.0,451.0,27989.0,8.0,8.0,3.0,,,,352.0,1527.0,12.0,4432.0,26.0,73.0,6323.0
Омская область,озимые зерновые культуры,2016,17.2,11.77,,19.0,24.0,19.0,13.0,28.0,24.0,0.0,1.0,4.0,2.0,9.0,0.0,73.8,53.19,63.13,76.61,68.39,65.57,33.0,19.8,62.9,108.3,25.8,24.5,11.0,7.0,11.0,18.0,3.0,6.0,32.8,19.5,62.9,108.3,25.8,24.5,23.3,27.1,28.5,31.0,29.3,25.8,7.4,12.11,18.4,19.8,19.71,13.81,-4.5,-2.8,3.8,12.6,8.3,2.5,15.24,31.0,-4.5,274.3,273.8,66.77,16,127,56,27940.4,2794.04,47677.0,10.0,10.0,9.0,,,,300.0,1384.0,13.0,4162.0,26.0,72.0,5859.0
Омская область,озимые зерновые культуры,2017,15.3,14.07,,21.0,21.0,23.0,12.0,24.0,22.0,0.0,2.0,13.0,0.0,8.0,0.0,67.1,52.61,55.47,70.55,64.1,67.1,28.5,44.5,32.9,105.2,32.0,44.1,9.0,10.0,7.0,19.0,7.0,8.0,23.0,41.5,32.9,105.2,32.0,43.9,22.5,29.9,33.4,26.5,29.9,26.2,4.67,12.61,19.89,18.68,18.51,9.77,-12.2,-1.9,5.5,7.2,7.1,-3.8,14.06,33.4,-12.2,287.2,278.5,62.81,23,123,60,21243.0,2124.3,67897.0,12.0,12.0,6.0,,,,291.0,1375.0,14.0,4059.0,27.0,74.0,5739.0
Омская область,озимые зерновые культуры,2018,24.8,12.91,,20.0,19.0,18.0,24.0,18.0,23.0,0.0,0.0,3.0,9.0,2.0,0.0,73.77,62.1,64.03,63.35,74.42,71.67,30.7,65.4,70.4,50.6,106.9,26.3,10.0,12.0,12.0,7.0,13.0,7.0,17.9,60.4,70.4,50.6,106.9,26.3,17.2,24.5,29.5,28.6,29.8,21.5,2.13,7.11,17.05,19.87,16.0,11.47,-10.4,-3.8,4.7,9.4,5.0,2.0,12.3,29.8,-10.4,350.3,332.5,68.2,14,122,61,17143.0,1714.3,58792.0,10.0,10.0,8.0,,,,269.0,1269.0,14.0,3938.0,26.0,70.0,5490.0
Омская область,озимые зерновые культуры,2019,29.0,11.43,,23.0,22.0,18.0,25.0,20.0,21.0,0.0,2.0,0.0,12.0,5.0,0.0,62.7,51.87,71.53,64.65,64.35,69.43,26.0,39.5,97.6,41.9,38.8,32.4,7.0,9.0,12.0,6.0,11.0,9.0,10.5,39.2,97.6,41.9,38.8,31.0,20.5,28.5,26.1,30.5,32.7,26.7,3.07,11.75,15.11,21.01,18.31,11.19,-10.7,-5.6,5.8,10.6,8.6,-1.6,13.47,32.7,-10.7,276.2,259.0,64.03,19,129,54,19209.0,1920.9,72940.0,13.0,13.0,6.0,,,,258.0,1167.0,10.0,3741.0,26.0,68.0,5176.0
Омская область,озимые зерновые культуры,2020,20.5,17.43,,24.0,26.0,21.0,24.0,19.0,21.0,0.0,5.0,4.0,11.0,12.0,1.0,58.2,55.77,61.9,65.74,68.45,67.13,45.7,15.6,86.9,24.2,56.8,40.2,6.0,5.0,9.0,7.0,12.0,9.0,45.6,15.6,86.9,24.2,56.8,40.2,25.8,31.9,30.5,32.1,32.8,29.1,8.85,17.1,16.08,20.72,19.22,11.41,-4.0,2.8,4.8,9.6,9.7,-1.1,15.62,32.8,-4.0,269.4,269.3,62.87,33,135,48,97810.0,9781.0,179547.0,17.0,17.0,16.0,,,,254.0,1157.0,10.0,3689.0,25.0,66.0,5110.0
Омская область,озимые зерновые культуры,2021,15.4,14.39,,27.0,30.0,24.0,23.0,23.0,23.0,0.0,11.0,7.0,13.0,10.0,0.0,64.87,46.97,57.67,60.19,70.61,68.0,19.8,13.6,41.1,48.2,71.6,32.9,3.0,1.0,6.0,8.0,8.0,7.0,18.3,13.6,41.1,48.2,71.6,32.9,19.7,34.6,31.1,35.8,31.9,25.5,3.64,16.87,17.08,20.83,19.59,9.54,-10.6,0.1,5.7,9.5,9.1,-2.0,14.66,35.8,-10.6,227.2,225.7,61.35,41,150,33,41887.0,4188.7,196919.0,15.0,15.0,11.0,,,,246.0,1107.0,11.0,2698.0,23.0,53.0,4062.0
Омская область,озимые зерновые культуры,2022,17.91,15.26,,25.0,24.0,20.0,19.0,28.0,24.0,0.0,4.0,6.0,7.0,2.0,4.0,57.77,45.74,59.33,68.74,66.13,64.03,14.5,27.7,56.9,82.6,18.0,49.1,5.0,7.0,10.0,12.0,3.0,6.0,14.0,27.7,56.9,82.6,18.0,38.6,26.1,30.0,30.2,31.2,29.2,30.8,6.51,15.33,17.58,19.62,17.25,11.8,-6.4,-1.2,2.8,10.6,6.2,-4.8,14.73,31.2,-6.4,248.8,237.8,60.29,23,140,43,47246.0,4724.6,236839.0,17.0,17.0,12.0,,,,225.0,1118.0,15.0,2839.0,23.0,55.0,4197.0
Омская область,озимые зерновые культуры,2023,14.4,6.31,,29.0,24.0,21.0,21.0,18.0,22.0,0.0,1.0,8.0,14.0,7.0,0.0,49.03,45.45,57.37,63.45,72.35,75.3,5.8,31.5,53.7,47.3,93.1,42.2,1.0,7.0,9.0,10.0,13.0,8.0,4.5,31.5,53.7,47.3,93.1,42.2,24.3,27.1,34.3,37.5,28.5,21.5,3.08,12.83,18.34,22.18,17.41,12.66,-11.2,-4.2,6.2,9.1,8.2,4.1,14.47,37.5,-11.2,273.6,272.3,60.49,30,135,48,19668.4,1966.84,234286.0,18.0,18.0,8.0,,,,222.0,1131.0,15.0,3441.0,22.0,59.0,4809.0
Омская область,озимые зерновые культуры,2024,37.06,3.05,,23.0,19.0,15.0,19.0,13.0,20.0,0.0,0.0,9.0,5.0,1.0,0.0,72.2,61.06,70.7,76.65,78.58,71.8,46.7,66.8,83.1,84.8,95.4,38.7,7.0,12.0,15.0,12.0,18.0,10.0,40.9,66.3,83.1,84.8,95.4,38.6,26.5,25.5,30.0,29.1,30.4,20.5,4.91,9.62,19.61,20.06,16.73,11.06,-8.7,-2.5,5.1,11.8,8.7,-1.0,13.69,30.4,-8.7,415.5,409.1,71.84,15,109,74,12358.92,1235.89,182872.24,13.0,13.0,5.0,,,,219.0,1159.0,16.0,3374.0,23.0,61.0,4768.0
Омская область,подсолнечник,2000,6.4,16.59,,26.0,20.0,24.0,25.0,18.0,27.0,0.0,0.0,9.0,8.0,2.0,2.0,61.97,63.13,61.07,57.1,67.35,58.73,25.5,66.3,25.7,22.3,56.8,9.6,4.0,11.0,6.0,6.0,13.0,3.0,25.5,66.3,25.7,22.3,56.8,9.5,23.3,25.6,31.2,32.6,32.6,29.4,6.15,11.15,19.19,19.95,17.42,10.94,-5.3,-1.7,5.9,10.5,7.6,-3.0,14.17,32.6,-5.3,206.2,206.1,61.57,21,140,43,,,,,,,,,,,,,,,,
Омская область,подсолнечник,2001,6.2,13.96,,22.0,26.0,11.0,18.0,15.0,21.0,0.0,9.0,0.0,0.0,5.0,0.0,63.63,49.65,69.67,69.81,68.77,68.87,44.6,24.2,86.0,62.0,69.1,25.5,8.0,5.0,19.0,13.0,16.0,9.0,28.1,22.0,86.0,62.0,69.1,25.5,19.3,33.3,26.6,26.6,31.2,22.1,3.48,16.5,16.89,16.88,17.4,10.7,-14.6,-2.9,8.7,7.9,8.3,1.0,13.7,33.3,-14.6,311.4,292.7,65.03,14,113,70,,,,,,,,,,,,,,,,
Омская область,подсолнечник,2002,6.4,19.08,,25.0,19.0,19.0,21.0,17.0,24.0,0.0,0.0,1.0,2.0,3.0,0.0,68.6,58.42,69.5,68.03,72.61,63.97,25.3,42.7,53.1,58.9,91.0,21.1,5.0,12.0,11.0,10.0,14.0,6.0,8.2,42.2,53.1,58.9,91.0,21.1,16.5,26.3,27.4,28.9,29.2,26.2,-0.65,11.82,16.49,18.22,15.7,12.31,-21.3,-3.7,3.6,9.0,7.4,1.2,12.36,29.2,-21.3,292.1,274.5,66.85,6,125,58,,,,,,,,,,,,,,,,
Омская область,подсолнечник,2003,4.5,58.75,,25.0,26.0,19.0,19.0,22.0,25.0,0.0,4.0,6.0,7.0,3.0,5.0,71.6,56.32,63.67,68.23,70.77,64.17,19.2,14.2,54.9,89.7,87.6,17.8,5.0,5.0,11.0,12.0,9.0,5.0,14.1,14.2,54.9,89.7,87.6,17.8,17.8,28.4,28.3,30.6,29.3,31.0,1.7,14.94,18.32,17.87,19.26,12.25,-15.7,-2.8,8.1,9.3,10.7,-0.2,14.11,31.0,-15.7,283.4,278.3,65.78,25,136,47,,,,,,,,,,,,,,,,
Омская область,подсолнечник,2004,6.3,21.76,,20.0,26.0,19.0,25.0,22.0,19.0,0.0,9.0,8.0,7.0,3.0,0.0,62.13,51.74,57.13,62.97,61.45,71.1,44.9,39.3,59.7,29.4,36.0,60.7,10.0,5.0,11.0,6.0,9.0,11.0,32.3,39.3,59.7,29.4,36.0,60.6,13.8,33.6,32.9,32.9,32.3,22.4,1.22,15.83,19.25,20.17,16.79,10.81,-7.3,-2.0,3.0,8.9,4.9,-0.7,14.07,33.6,-7.3,270.0,257.3,61.05,27,131,52,,,,,,,,,,,,,,,,
Омская область,подсолнечник,2005,11.5,28.17,,25.0,21.0,19.0,17.0,18.0,23.0,0.0,0.0,11.0,6.0,5.0,0.0,69.93,54.35,61.53,71.71,72.29,72.43,18.4,49.8,51.2,68.8,94.8,34.1,5.0,10.0,11.0,14.0,13.0,7.0,9.7,49.8,51.2,68.8,94.8,34.1,23.4,26.8,32.7,29.8,29.6,24.0,4.0,12.64,19.83,19.98,16.98,11.31,-13.3,-2.4,5.2,11.0,8.2,1.4,14.16,32.7,-13.3,317.1,308.4,67.03,22,123,60,,,,,,,,,,,,,,,,
Омская область,подсолнечник,2006,11.1,34.21,,23.0,26.0,17.0,22.0,25.0,23.0,0.0,1.0,16.0,11.0,0.0,1.0,63.67,47.9,58.07,63.61,68.68,60.53,29.1,21.4,59.5,38.1,49.4,36.3,7.0,5.0,13.0,9.0,6.0,7.0,13.2,21.4,59.5,38.1,49.4,36.3,22.0,28.0,34.8,31.3,25.1,28.8,1.77,11.72,21.92,19.3,15.46,12.41,-15.4,-3.7,9.5,8.7,5.7,0.2,13.79,34.8,-15.4,233.8,217.9,60.4,29,136,47,,,,,,,,,,,,,,,,
Омская область,подсолнечник,2007,11.7,33.7,,21.0,19.0,13.0,14.0,20.0,26.0,0.0,0.0,6.0,8.0,5.0,2.0,72.1,64.03,64.67,76.16,69.03,62.93,42.1,62.2,66.5,123.2,63.9,20.5,9.0,12.0,17.0,17.0,11.0,4.0,41.0,59.3,66.5,123.2,63.9,20.5,22.5,24.6,34.2,28.1,31.0,29.8,6.16,12.25,16.16,20.45,17.54,12.92,-6.3,-1.8,2.8,10.8,7.3,0.4,14.29,34.2,-6.3,378.4,374.4,68.18,21,113,70,,,,,,,,,,,,,,,,
Омская область,подсолнечник,2008,5.5,95.42,,24.0,20.0,20.0,20.0,21.0,22.0,0.0,3.0,6.0,21.0,2.0,1.0,50.9,55.35,59.7,59.32,61.13,69.1,23.8,20.5,43.6,39.2,47.4,54.3,6.0,11.0,10.0,11.0,10.0,8.0,19.9,20.0,43.6,39.2,47.4,53.5,21.6,27.6,30.7,34.5,30.8,27.4,4.49,13.22,17.76,22.66,17.91,8.93,-11.1,-2.2,5.0,10.5,8.6,-1.2,14.22,34.5,-11.1,228.8,223.6,59.24,33,127,56,47451.16,4745.12,47451.16,20.0,20.0,20.0,4.0,2.0,3.0,747.0,2699.0,47.0,7569.0,32.0,104.0,11071.0
Омская область,подсолнечник,2009,4.5,65.25,,21.0,24.0,20.0,14.0,21.0,23.0,0.0,2.0,7.0,4.0,0.0,0.0,59.43,55.16,58.8,72.42,71.26,70.43,29.6,49.8,57.7,95.2,80.9,25.5,9.0,7.0,10.0,17.0,10.0,7.0,18.4,44.3,57.7,95.2,80.9,25.5,18.1,27.3,31.7,33.1,25.7,20.4,4.59,12.11,16.79,18.34,16.83,11.29,-5.9,-2.7,6.3,5.6,6.2,3.0,13.36,33.1,-5.9,338.7,322.0,64.61,13,123,60,10220.97,1022.1,45085.67,18.0,18.0,10.0,4.0,3.0,3.0,662.0,2460.0,36.0,6939.0,32.0,104.0,10107.0
Омская область,подсолнечник,2010,3.0,62.01,,27.0,25.0,24.0,25.0,22.0,25.0,1.0,0.0,8.0,8.0,12.0,1.0,58.93,54.52,55.37,59.42,56.48,56.43,10.2,28.7,36.7,29.1,39.7,14.5,3.0,6.0,6.0,6.0,9.0,5.0,10.2,28.7,36.7,29.1,39.7,14.5,27.3,26.5,34.0,32.4,33.4,27.2,4.72,11.16,18.6,18.46,19.47,11.86,-11.9,-1.9,3.3,8.6,7.7,-0.3,14.08,34.0,-11.9,158.9,158.9,56.86,30,148,35,739.2,73.92,23238.92,18.0,18.0,5.0,,,,556.0,2001.0,,6130.0,32.0,86.0,8687.0
Омская область,подсолнечник,2011,7.6,31.48,,20.0,24.0,15.0,21.0,18.0,29.0,0.0,0.0,7.0,4.0,5.0,0.0,72.67,54.81,64.2,63.03,70.32,54.9,42.1,45.8,38.6,47.2,61.2,4.8,10.0,7.0,15.0,10.0,13.0,1.0,35.1,45.8,38.6,47.2,61.2,4.8,22.1,24.7,28.9,30.1,29.9,26.6,6.18,11.46,19.75,18.34,15.79,13.7,-11.8,-0.9,9.3,8.6,6.5,3.7,14.22,30.1,-11.8,239.7,232.7,63.31,16,127,56,14287.01,1428.7,38786.03,22.0,22.0,18.0,3.0,4.0,3.0,527.0,1918.0,28.0,5713.0,32.0,103.0,8196.0
Омская область,подсолнечник,2012,8.4,25.69,,26.0,21.0,20.0,26.0,24.0,21.0,0.0,4.0,13.0,21.0,6.0,2.0,54.03,57.1,61.27,57.42,60.61,63.87,21.0,36.7,59.0,22.5,36.6,29.2,4.0,10.0,10.0,5.0,7.0,9.0,20.6,36.5,59.0,22.5,36.6,29.2,26.9,28.6,33.4,35.3,34.6,27.0,8.21,12.27,21.36,23.78,18.57,12.52,-3.8,-1.7,11.2,10.5,8.2,2.3,16.15,35.3,-3.8,205.0,204.4,59.04,46,138,45,5593.23,559.32,24213.84,5.0,5.0,2.0,3.0,4.0,2.0,483.0,1809.0,30.0,5436.0,32.0,105.0,7767.0
Омская область,подсолнечник,2013,14.2,44.41,,24.0,20.0,24.0,20.0,18.0,24.0,0.0,0.0,2.0,2.0,0.0,0.0,68.17,62.39,55.53,71.77,76.0,70.03,46.3,58.9,24.9,121.0,77.0,21.4,6.0,11.0,6.0,11.0,13.0,6.0,44.6,58.9,24.9,121.0,77.0,21.4,23.2,26.7,29.7,28.4,25.9,25.4,4.63,9.71,16.45,19.08,17.22,10.78,-10.3,-1.5,2.2,8.2,9.0,0.6,13.02,29.7,-10.3,349.5,347.8,67.36,4,130,53,1092.0,109.2,16310.53,5.0,5.0,1.0,,,,419.0,1751.0,18.0,4955.0,29.0,80.0,7143.0
Омская область,подсолнечник,2014,10.7,38.93,,20.0,26.0,24.0,19.0,26.0,22.0,0.0,2.0,7.0,3.0,8.0,0.0,58.87,49.84,54.73,70.77,65.42,67.2,27.5,18.3,27.7,79.5,54.4,28.2,10.0,5.0,6.0,12.0,5.0,8.0,20.4,18.3,27.7,79.5,54.4,28.2,18.8,30.2,32.0,32.9,32.7,21.1,4.11,12.31,18.4,16.6,19.42,9.09,-7.6,0.9,3.1,7.7,8.7,-2.7,13.37,32.9,-7.6,235.6,228.5,61.15,20,137,46,11340.87,1134.09,28163.0,8.0,8.0,6.0,,,,363.0,1625.0,18.0,4660.0,27.0,74.0,6666.0
Омская область,подсолнечник,2015,12.9,34.26,,18.0,20.0,18.0,16.0,20.0,23.0,0.0,0.0,11.0,5.0,2.0,2.0,71.5,61.35,67.37,69.77,70.42,70.8,45.9,37.4,68.1,79.6,77.8,26.7,12.0,11.0,12.0,15.0,11.0,7.0,44.6,37.4,68.1,79.6,77.8,26.7,22.8,26.5,29.6,31.8,28.9,27.8,4.62,13.08,19.84,18.5,15.45,10.17,-9.5,1.8,8.9,8.9,6.0,-1.3,13.65,31.8,-9.5,335.5,334.2,68.51,20,115,68,4510.0,451.0,27989.0,8.0,8.0,3.0,,,,352.0,1527.0,12.0,4432.0,26.0,73.0,6323.0
Омская область,подсолнечник,2016,16.3,50.91,,19.0,24.0,19.0,13.0,28.0,24.0,0.0,1.0,4.0,2.0,9.0,0.0,73.8,53.19,63.13,76.61,68.39,65.57,33.0,19.8,62.9,108.3,25.8,24.5,11.0,7.0,11.0,18.0,3.0,6.0,32.8,19.5,62.9,108.3,25.8,24.5,23.3,27.1,28.5,31.0,29.3,25.8,7.4,12.11,18.4,19.8,19.71,13.81,-4.5,-2.8,3.8,12.6,8.3,2.5,15.24,31.0,-4.5,274.3,273.8,66.77,16,127,56,27940.4,2794.04,47677.0,10.0,10.0,9.0,,,,300.0,1384.0,13.0,4162.0,26.0,72.0,5859.0
Омская область,подсолнечник,2017,12.7,54.74,,21.0,21.0,23.0,12.0,24.0,22.0,0.0,2.0,13.0,0.0,8.0,0.0,67.1,52.61,55.47,70.55,64.1,67.1,28.5,44.5,32.9,105.2,32.0,44.1,9.0,10.0,7.0,19.0,7.0,8.0,23.0,41.5,32.9,105.2,32.0,43.9,22.5,29.9,33.4,26.5,29.9,26.2,4.67,12.61,19.89,18.68,18.51,9.77,-12.2,-1.9,5.5,7.2,7.1,-3.8,14.06,33.4,-12.2,287.2,278.5,62.81,23,123,60,21243.0,2124.3,67897.0,12.0,12.0,6.0,,,,291.0,1375.0,14.0,4059.0,27.0,74.0,5739.0
Омская область,подсолнечник,2018,11.5,52.93,,20.0,19.0,18.0,24.0,18.0,23.0,0.0,0.0,3.0,9.0,2.0,0.0,73.77,62.1,64.03,63.35,74.42,71.67,30.7,65.4,70.4,50.6,106.9,26.3,10.0,12.0,12.0,7.0,13.0,7.0,17.9,60.4,70.4,50.6,106.9,26.3,17.2,24.5,29.5,28.6,29.8,21.5,2.13,7.11,17.05,19.87,16.0,11.47,-10.4,-3.8,4.7,9.4,5.0,2.0,12.3,29.8,-10.4,350.3,332.5,68.2,14,122,61,17143.0,1714.3,58792.0,10.0,10.0,8.0,,,,269.0,1269.0,14.0,3938.0,26.0,70.0,5490.0
Омская область,подсолнечник,2019,12.9,32.7,,23.0,22.0,18.0,25.0,20.0,21.0,0.0,2.0,0.0,12.0,5.0,0.0,62.7,51.87,71.53,64.65,64.35,69.43,26.0,39.5,97.6,41.9,38.8,32.4,7.0,9.0,12.0,6.0,11.0,9.0,10.5,39.2,97.6,41.9,38.8,31.0,20.5,28.5,26.1,30.5,32.7,26.7,3.07,11.75,15.11,21.01,18.31,11.19,-10.7,-5.6,5.8,10.6,8.6,-1.6,13.47,32.7,-10.7,276.2,259.0,64.03,19,129,54,19209.0,1920.9,72940.0,13.0,13.0,6.0,,,,258.0,1167.0,10.0,3741.0,26.0,68.0,5176.0
Омская область,подсолнечник,2020,8.6,26.58,,24.0,26.0,21.0,24.0,19.0,21.0,0.0,5.0,4.0,11.0,12.0,1.0,58.2,55.77,61.9,65.74,68.45,67.13,45.7,15.6,86.9,24.2,56.8,40.2,6.0,5.0,9.0,7.0,12.0,9.0,45.6,15.6,86.9,24.2,56.8,40.2,25.8,31.9,30.5,32.1,32.8,29.1,8.85,17.1,16.08,20.72,19.22,11.41,-4.0,2.8,4.8,9.6,9.7,-1.1,15.62,32.8,-4.0,269.4,269.3,62.87,33,135,48,97810.0,9781.0,179547.0,17.0,17.0,16.0,,,,254.0,1157.0,10.0,3689.0,25.0,66.0,5110.0
Омская область,подсолнечник,2021,12.1,33.98,,27.0,30.0,24.0,23.0,23.0,23.0,0.0,11.0,7.0,13.0,10.0,0.0,64.87,46.97,57.67,60.19,70.61,68.0,19.8,13.6,41.1,48.2,71.6,32.9,3.0,1.0,6.0,8.0,8.0,7.0,18.3,13.6,41.1,48.2,71.6,32.9,19.7,34.6,31.1,35.8,31.9,25.5,3.64,16.87,17.08,20.83,19.59,9.54,-10.6,0.1,5.7,9.5,9.1,-2.0,14.66,35.8,-10.6,227.2,225.7,61.35,41,150,33,41887.0,4188.7,196919.0,15.0,15.0,11.0,,,,246.0,1107.0,11.0,2698.0,23.0,53.0,4062.0
